"Videoanalyse: Tid (s)","Videoanalyse: X (m)","Videoanalyse: Y (m)","Videoanalyse: X-hastighed (m/s)","Videoanalyse: Y-hastighed (m/s)"
3.066,0.177172529624,0.896305919357,0.157020312062,-0.404267057209
3.1,0.180828232735,0.885338810024,0.222434074852,-0.531441019393
3.133,0.189967490512,0.86706029447,0.302531840169,-0.733285112812
3.166,0.200934599845,0.837814669584,0.384737864149,-0.967096237955
3.2,0.215557412288,0.801257638475,0.491249549597,-1.19837573181
3.233,0.232008076287,0.759217052701,0.661436730759,-1.47630428006
3.266,0.255770146507,0.704381506039,0.935233789864,-1.76244413735
3.3,0.29415502917,0.6404067016,1.24080953848,-2.01471848883
3.333,0.339851318056,0.565464787828,1.53566605344,-2.14597915679
3.366,0.392859013162,0.496006428723,1.89319077004,-2.17151951027
3.4,0.467800926934,0.419236663395,2.2169882835,-2.139372283
3.433,0.544570692261,0.347950452735,2.45920832366,-1.96335041931
3.466,0.62865186381,0.287631351406,2.73739825113,-1.7188361269
3.5,0.727355847802,0.234623656299,3.03080953312,-1.5014765535
3.533,0.83012204827,0.186103293695,3.36999787937,-1.25066867312
3.566,0.951167341635,0.149422901766,3.65718731822,-0.925737078942
3.6,1.07771469379,0.123746627416,3.79598198662,-0.527034201405
3.633,1.21343214393,0.110908490241,3.57359879665,0.0395815604222
3.666,1.33814547649,0.107240451048,2.54407822687,1.0864243827
3.7,1.40600420155,0.184269274099,0.837746404818,1.99553293389
3.733,1.39316606438,0.279638293114,-0.848090974989,1.76880448081
3.766,1.3308093981,0.327322802621,-1.86323987201,0.65924816476
3.8,1.23727439868,0.323654763428,-1.8022537294,-0.556870690917
3.833,1.18041979119,0.2869743715,-0.732490090317,-1.59218366553
3.866,1.176751752,0.195273391677,0.770155822704,-1.83405184083
3.9,1.24094243787,0.131082705802,1.96896971447,-1.13795783018
3.933,1.3326434177,0.121912607819,2.54269329301,-0.43162767413
3.966,1.42617841711,0.129248686205,2.76844331811,-0.00815119820643
